ID,Size,Predicted,Actual
76,76.0,0.7661835015158729,Yes
77,77.0,0.08805592064611327,No
78,78.0,0.8338616357245396,Yes
79,79.0,0.8380373478942205,Yes
80,80.0,0.8617045131387083,Yes
81,81.0,0.9056927748794192,Yes
82,82.0,0.8889840282039532,Yes
83,83.0,0.10723031244683227,No
84,84.0,0.8436525390900942,Yes
85,85.0,0.8599436747686127,Yes
86,86.0,0.8686622892616002,Yes
87,87.0,0.841774415708032,Yes
88,88.0,0.83612854766993,Yes
89,89.0,0.8687026547285095,Yes
90,90.0,0.8876717631384586,Yes
91,91.0,0.8718851812528292,Yes
92,92.0,0.8997097221297062,Yes
93,93.0,0.8292203216691995,Yes
94,94.0,0.8446522627291854,Yes
95,95.0,0.8851382204967655,Yes
96,96.0,0.07527243583484675,No
97,97.0,0.8668908912478503,Yes
98,98.0,0.8714248440071588,Yes
99,99.0,0.856972939877256,Yes
100,100.0,0.8536276944624964,Yes
101,101.0,0.8877046639758459,Yes
102,102.0,0.850375269997449,Yes
103,103.0,0.8573437399009051,Yes
104,104.0,0.8453580512276319,Yes
105,105.0,0.8454387888940067,Yes
106,106.0,0.8354860842761773,Yes
107,107.0,0.8218637411276994,Yes
108,108.0,0.8705350894749618,Yes
109,109.0,0.912090297874431,Yes
110,110.0,0.8272118297334253,Yes
111,111.0,0.8416109563414569,Yes
112,112.0,0.848463349287254,Yes
113,113.0,0.7966390463692299,Yes
114,114.0,0.8345403723522208,Yes
115,115.0,0.8945152116896076,Yes
116,116.0,0.9004994861918675,Yes
117,117.0,0.8692615556331269,Yes
118,118.0,0.8696730651541502,Yes
119,119.0,0.8377793223136316,Yes
120,120.0,0.13643223329345355,No
121,121.0,0.8928805251024807,Yes
122,122.0,0.8431360278940367,Yes
123,123.0,0.8784556508135906,Yes
124,124.0,0.8877394491568833,Yes
125,125.0,0.8652701064290353,Yes
126,126.0,0.8469826183494392,Yes
127,127.0,0.8400295627842522,Yes
128,128.0,0.843198452786103,Yes
129,129.0,0.8406364357802992,Yes
130,130.0,0.1465444579939967,No
131,131.0,0.8579907638684389,Yes
132,132.0,0.8463454520446225,Yes
133,133.0,0.8826560703607268,Yes
134,134.0,0.8665093968304547,Yes
135,135.0,0.060162181031657075,No
136,136.0,0.8458062581381228,Yes
137,137.0,0.8907825411315953,Yes
138,138.0,0.8250335279833991,Yes
139,139.0,0.8369012174616216,Yes
140,140.0,0.846315698389258,Yes
141,141.0,0.8417010228604016,Yes
142,142.0,0.7533368140878711,Yes
143,143.0,0.8740830169472292,Yes
144,144.0,0.8154101057837914,Yes
145,145.0,0.8669982305626938,Yes
146,146.0,0.8355360782761537,Yes
147,147.0,0.1612115246698314,No
148,148.0,0.8816792354967509,Yes
149,149.0,0.8670664220337079,Yes
150,150.0,0.8913796299355672,Yes
151,151.0,0.8042751903399085,Yes
152,152.0,0.8476682619047522,Yes
153,153.0,0.8379141844614139,Yes
154,154.0,0.86871089281055,Yes
155,155.0,0.8528469276567604,Yes
156,156.0,0.8763036487617529,Yes
157,157.0,0.8492180025552818,Yes
158,158.0,0.8491765623615628,Yes
159,159.0,0.9026679387861263,Yes
160,160.0,0.8824838509601445,Yes
161,161.0,0.8868272211162042,Yes
162,162.0,0.8794221214703666,Yes
163,163.0,0.8582024240146952,Yes
164,164.0,0.14319347367765436,No
165,165.0,0.8506890595250106,Yes
166,166.0,0.8420388766995099,Yes
167,167.0,0.8066432399775473,Yes
168,168.0,0.8575457962458622,Yes
169,169.0,0.7709939307997224,Yes
170,170.0,0.8749881546881791,Yes
171,171.0,0.9164539037395959,Yes
172,172.0,0.14683318373032375,No
173,173.0,0.860529287225527,Yes
174,174.0,0.8236417055236397,Yes
175,175.0,0.8632081579793608,Yes
176,176.0,0.8503129288989403,Yes
177,177.0,0.1280212734485305,No
178,178.0,0.14076943510791504,No
179,179.0,0.1177651921608041,No
180,180.0,0.8430930801458788,Yes
181,181.0,0.8123256683708738,Yes
182,182.0,0.8230360199630752,Yes
183,183.0,0.8404444893803531,Yes
184,184.0,0.7713559697099941,Yes
185,185.0,0.08717484927266009,No
186,186.0,0.13125689935725587,No
187,187.0,0.12901754994181605,No
188,188.0,0.15463168017449386,No
189,189.0,0.13135564221309443,No
190,190.0,0.13191211894405527,No
191,191.0,0.1470520464256981,No
192,192.0,0.10430656699764278,No
193,193.0,0.12915047158279644,No
194,194.0,0.15025340933510994,No
195,195.0,0.12380392302524706,No
196,196.0,0.11964489673300573,No
197,197.0,0.12022027831918296,No
198,198.0,0.12505703838351104,No
199,199.0,0.1470665003370814,No
200,200.0,0.1451324461157863,No
201,201.0,0.1274165464839056,No
202,202.0,0.10426050933004825,No
203,203.0,0.8993155212911254,Yes
204,204.0,0.8351326312237981,Yes
205,205.0,0.8710128618050937,Yes
206,206.0,0.8390512548186664,Yes
207,207.0,0.14343202857349582,No
208,208.0,0.14397896078920794,No
209,209.0,0.11821737765394824,No
210,210.0,0.12222958659678142,No
211,211.0,0.1498001421296863,No
212,212.0,0.1699678631793036,No
213,213.0,0.8585697895550102,Yes
214,214.0,0.8305686325142047,Yes
215,215.0,0.8596892284694296,Yes
216,216.0,0.839428214563122,Yes
217,217.0,0.835610574866849,Yes
218,218.0,0.8745473533811297,Yes
219,219.0,0.10729031192505778,No
220,220.0,0.1235027929600027,No
221,221.0,0.12794265755375323,No
222,222.0,0.13898875197366597,No
223,223.0,0.15836063777308187,No
224,224.0,0.11924403568452693,No
225,225.0,0.13922350114357251,No
226,226.0,0.15650426820230484,No
227,227.0,0.11013957893800186,No
228,228.0,0.16918695953993493,No
229,229.0,0.15244904655881714,No
230,230.0,0.14943683004614253,No
231,231.0,0.12158437123800367,No
232,232.0,0.1337918378688848,No
233,233.0,0.13771783418160194,No
234,234.0,0.13569806874611426,No
235,235.0,0.14942036436271114,No
236,236.0,0.13344905041734811,No
237,237.0,0.12451595566702768,No
238,238.0,0.13061865261046188,No
239,239.0,0.9139213010421956,Yes
240,240.0,0.8754011728047002,Yes
241,241.0,0.8713552486392288,Yes
242,242.0,0.8766139845080846,Yes
243,243.0,0.8479605442228072,Yes
244,244.0,0.8631141554704368,Yes
245,245.0,0.8743935537545506,Yes
246,246.0,0.8859137875514992,Yes
247,247.0,0.8537130627929944,Yes
248,248.0,0.8411695727593931,Yes
249,249.0,0.8653936307359824,Yes
250,250.0,0.15583428797933918,No
251,251.0,0.14507472058221826,No
252,252.0,0.17929078887909938,No
253,253.0,0.1747854743572505,No
254,254.0,0.8011044252729425,Yes
255,255.0,0.8349978688800546,Yes
256,256.0,0.87804512724985,Yes
257,257.0,0.8630602407988793,Yes
258,258.0,0.8575204125684628,Yes
259,259.0,0.8149581366952584,Yes
260,260.0,0.8475890138565418,Yes
261,261.0,0.8799764533900879,Yes
262,262.0,0.8518505112451826,Yes
263,263.0,0.8748808157618386,Yes
264,264.0,0.8358729527669782,Yes
265,265.0,0.8761782294316627,Yes
266,266.0,0.8676975318727768,Yes
267,267.0,0.8676256510576797,Yes
268,268.0,0.8309930546282343,Yes
269,269.0,0.826520260461831,Yes
270,270.0,0.8440371489407519,Yes
271,271.0,0.8705925331679637,Yes
272,272.0,0.8423830203476075,Yes
273,273.0,0.8950171125029003,Yes
274,274.0,0.8721849624978165,Yes
275,275.0,0.8482233608000196,Yes
276,276.0,0.8935216071718549,Yes
277,277.0,0.847854782219608,Yes
278,278.0,0.8472556735648785,Yes
279,279.0,0.8776813353535684,Yes
280,280.0,0.8582418642982135,Yes
281,281.0,0.8645815575336527,Yes
282,282.0,0.8065150191420432,Yes
283,283.0,0.8295563393093573,Yes
284,284.0,0.8576418546718264,Yes
285,285.0,0.8814262755288741,Yes
286,286.0,0.8444245411479058,Yes
287,287.0,0.8406143507508063,Yes
288,288.0,0.13983840729535255,No
289,289.0,0.8526260893967423,Yes
290,290.0,0.8981127609467264,Yes
291,291.0,0.867153104843047,Yes
292,292.0,0.1344938705232712,No
293,293.0,0.8397051721166862,Yes
294,294.0,0.8281820043059854,Yes
295,295.0,0.8729623139367457,Yes
296,296.0,0.8625300985618838,Yes
297,297.0,0.866925422397919,Yes
298,298.0,0.8590715214517806,Yes
299,299.0,0.8696539907917002,Yes
300,300.0,0.15959362915539144,No
301,301.0,0.14639217876467592,No
302,302.0,0.8853006217467313,Yes
303,303.0,0.791294804724661,Yes
304,304.0,0.8214904612993627,Yes
305,305.0,0.20443195154996974,No
306,306.0,0.8610146979734333,Yes
307,307.0,0.8810555378017804,Yes
308,308.0,0.8899892396927294,Yes
309,309.0,0.8146217554833931,Yes
310,310.0,0.8754785765561826,Yes
311,311.0,0.8752161607495106,Yes
312,312.0,0.8768861489458953,Yes
313,313.0,0.8198524369586853,Yes
314,314.0,0.14359216034478625,No
315,315.0,0.11646223689281461,No
316,316.0,0.848587899134045,Yes
317,317.0,0.8805654307203779,Yes
318,318.0,0.8156448904284037,Yes
319,319.0,0.8444111123274558,Yes
320,320.0,0.8318874586066448,Yes
321,321.0,0.8615825800605873,Yes
322,322.0,0.8231551518495335,Yes
323,323.0,0.8458295591007754,Yes
324,324.0,0.8805451451824167,Yes
325,325.0,0.8575740355353246,Yes
326,326.0,0.8600184799694891,Yes
327,327.0,0.8339554326781043,Yes
328,328.0,0.8776705536368372,Yes
329,329.0,0.16449819310629185,No
330,330.0,0.817829928244485,Yes
331,331.0,0.7779585975963572,Yes
332,332.0,0.8188222866849325,Yes
333,333.0,0.7658566346979186,Yes
334,334.0,0.8236362575524693,Yes
335,335.0,0.12130029191978478,No
336,336.0,0.8329691426837038,Yes
337,337.0,0.7890034710728996,Yes
338,338.0,0.13214186608222023,No
339,339.0,0.13536031148928282,No
340,340.0,0.11023424916885503,No
341,341.0,0.09801161940092261,No
342,342.0,0.15162458804759205,No
343,343.0,0.15491296028362034,No
344,344.0,0.10329448887868437,No
345,345.0,0.12520686483826052,No
346,346.0,0.12497812785894341,No
347,347.0,0.15395976103257683,No
348,348.0,0.1016258073555181,No
349,349.0,0.12029470933399738,No
350,350.0,0.12824858394930888,No
351,351.0,0.12227509200160752,No
352,352.0,0.1323406535781697,No
353,353.0,0.14770709536551327,No
354,354.0,0.09757297983054873,No
355,355.0,0.8339995487272486,Yes
356,356.0,0.880743534918916,Yes
357,357.0,0.16473714187017247,No
358,358.0,0.11846256481988883,No
359,359.0,0.1349786627213389,No
360,360.0,0.16950397272742213,No
361,361.0,0.11991050382906383,No
362,362.0,0.8921865848279671,Yes
363,363.0,0.8553990633633758,Yes
364,364.0,0.896711074415274,Yes
365,365.0,0.8850914910936456,Yes
366,366.0,0.15029715690888182,No
367,367.0,0.8416441275430442,Yes
368,368.0,0.8376698552416793,Yes
369,369.0,0.19111136044270144,No
370,370.0,0.8333761355331866,Yes
371,371.0,0.1421103009787099,No
372,372.0,0.8223110198343514,Yes
373,373.0,0.8322279373989248,Yes
374,374.0,0.8851300546721781,Yes
375,375.0,0.8621485232719867,Yes
376,376.0,0.8238585269317956,Yes
377,377.0,0.8347823370388957,Yes
378,378.0,0.8656040848728095,Yes
379,379.0,0.8910446962665887,Yes
380,380.0,0.866997741187315,Yes
381,381.0,0.1343594383922552,No
382,382.0,0.8482244397538368,Yes
383,383.0,0.8369460443812622,Yes
384,384.0,0.871041954692954,Yes
385,385.0,0.7781625254805018,Yes
386,386.0,0.8095901584383809,Yes
387,387.0,0.7579879105397983,Yes
388,388.0,0.8052125997191666,Yes
389,389.0,0.825085425047904,Yes
390,390.0,0.8131082120355685,Yes
391,391.0,0.18196998256997582,No
392,392.0,0.11701024155089698,No
393,393.0,0.8504221830836672,Yes
394,394.0,0.8772102443336619,Yes
395,395.0,0.13842500781958386,No
396,396.0,0.8590905589810819,Yes
397,397.0,0.8760082877666793,Yes
398,398.0,0.8861458635554227,Yes
399,399.0,0.8826837828265371,Yes
400,400.0,0.8800402236855498,Yes
401,401.0,0.8828274551630508,Yes
402,402.0,0.1281797322087916,No
403,403.0,0.8598340490620595,Yes
404,404.0,0.14311777763037392,No
405,405.0,0.8094909396495934,Yes
406,406.0,0.8394487132084684,Yes
407,407.0,0.8155799183862915,Yes
408,408.0,0.8510386386809966,Yes
409,409.0,0.11522222682482762,No
410,410.0,0.8513575209587333,Yes
411,411.0,0.13466866965847532,No
412,412.0,0.1395135013185836,No
413,413.0,0.8771169374184768,Yes
414,414.0,0.865742078881096,Yes
415,415.0,0.8417694755729478,Yes
416,416.0,0.16145325491269996,No
417,417.0,0.8381817856002848,Yes
418,418.0,0.8260926520260446,Yes
419,419.0,0.8385267948263514,Yes
420,420.0,0.8603144085347851,Yes
421,421.0,0.14535044911341158,No
422,422.0,0.14275532646921976,No
423,423.0,0.8673525769301768,Yes
424,424.0,0.8321553853232919,Yes
425,425.0,0.10446984173849624,No
426,426.0,0.8743921500693973,Yes
427,427.0,0.9083254322387708,Yes
428,428.0,0.8814781270206512,Yes
429,429.0,0.11464284235977448,No
430,430.0,0.8745470397817667,Yes
431,431.0,0.8676446540791016,Yes
432,432.0,0.13978672599698916,No
433,433.0,0.8669474934910031,Yes
434,434.0,0.8544051204555585,Yes
435,435.0,0.8188348451234169,Yes
436,436.0,0.8672869133585199,Yes
437,437.0,0.8615112380909752,Yes
438,438.0,0.8352632216366672,Yes
439,439.0,0.8259943360975617,Yes
440,440.0,0.8654935836995569,Yes
441,441.0,0.8454513163899879,Yes
442,442.0,0.901267802318314,Yes
443,443.0,0.8596533488249912,Yes
444,444.0,0.14853304946842472,No
445,445.0,0.14567502105001012,No
446,446.0,0.8642946727233629,Yes
447,447.0,0.8353107725326695,Yes
448,448.0,0.8738515556947717,Yes
449,449.0,0.888920365463765,Yes
450,450.0,0.8458209670814817,Yes
451,451.0,0.13030828559429664,No
452,452.0,0.13181210566730053,No
453,453.0,0.8413702699827851,Yes
454,454.0,0.7494194942836276,Yes
455,455.0,0.8974592034488887,Yes
456,456.0,0.8840379178398392,Yes
457,457.0,0.12309861541054086,No
458,458.0,0.08130163378362981,No
459,459.0,0.8543851602959343,Yes
460,460.0,0.8382844756267211,Yes
461,461.0,0.13755965027865533,No
462,462.0,0.1391545801360477,No
463,463.0,0.11547089168599184,No
464,464.0,0.8762493958702763,Yes
465,465.0,0.8529393843549573,Yes
466,466.0,0.15303226173930856,No
467,467.0,0.8561952880336785,Yes
468,468.0,0.9070630317016801,Yes
469,469.0,0.8209508256212525,Yes
470,470.0,0.14342318768344758,No
471,471.0,0.8982944137032366,Yes
472,472.0,0.8778422838050643,Yes
473,473.0,0.14045179951103845,No
474,474.0,0.1337028045743695,No
475,475.0,0.868770444504451,Yes
476,476.0,0.8317670313403985,Yes
477,477.0,0.8688220780702361,Yes
478,478.0,0.15037898432392455,No
479,479.0,0.12027523622216732,No
480,480.0,0.8554207051772736,Yes
481,481.0,0.8827814190644758,Yes
482,482.0,0.8765449589897302,Yes
483,483.0,0.8481197916885415,Yes
484,484.0,0.1579694955422704,No
485,485.0,0.8559664821010364,Yes
486,486.0,0.16140437945127267,No
487,487.0,0.8835970661837254,Yes
488,488.0,0.8667633120736395,Yes
489,489.0,0.8318589634058001,Yes
490,490.0,0.8303880354338626,Yes
491,491.0,0.8395884671480867,Yes
492,492.0,0.8515106444335679,Yes
493,493.0,0.8872752064677953,Yes
494,494.0,0.8483923561925499,Yes
495,495.0,0.8618015741091939,Yes
496,496.0,0.8656871954817508,Yes
497,497.0,0.8551894353025301,Yes
498,498.0,0.8733454448353056,Yes
499,499.0,0.8949729961739595,Yes
500,500.0,0.18043513136198158,No
501,501.0,0.8436796890709217,Yes
502,502.0,0.807059906808678,Yes
503,503.0,0.8660567118716245,Yes
504,504.0,0.8497678645970471,Yes
505,505.0,0.832458178730931,Yes
506,506.0,0.8799566345507929,Yes
507,507.0,0.8301368653987902,Yes
508,508.0,0.10645205294580148,No
509,509.0,0.1458672635067607,No
510,510.0,0.14076109794991304,No
511,511.0,0.14034595303703423,No
512,512.0,0.8309785633205671,Yes
513,513.0,0.8366935246635111,Yes
514,514.0,0.8385971102346911,Yes
515,515.0,0.836902005724111,Yes
516,516.0,0.8562908619993238,Yes
517,517.0,0.8456339958045956,Yes
518,518.0,0.856411273685497,Yes
519,519.0,0.840688218879302,Yes
520,520.0,0.8263427507622552,Yes
521,521.0,0.8600790614337567,Yes
522,522.0,0.8828240516873276,Yes
523,523.0,0.8710828236166765,Yes
524,524.0,0.8463940222892169,Yes
525,525.0,0.8878391815359644,Yes
526,526.0,0.12281623650603929,No
527,527.0,0.8592169606641115,Yes
528,528.0,0.8582341440142917,Yes
529,529.0,0.8625741271062439,Yes
530,530.0,0.9202163355217902,Yes
531,531.0,0.8583447813600794,Yes
532,532.0,0.8694736136298186,Yes
533,533.0,0.11805482249012053,No
534,534.0,0.17318067571977624,No
535,535.0,0.14248054540717223,No
536,536.0,0.8474473292602922,Yes
537,537.0,0.12747649555888677,No
538,538.0,0.8294094547697999,Yes
539,539.0,0.14137406667568087,No
540,540.0,0.8991275704069442,Yes
541,541.0,0.14383495636075683,No
542,542.0,0.7905441893433331,Yes
543,543.0,0.834834406774139,Yes
544,544.0,0.8668144739192417,Yes
545,545.0,0.8005735407526691,Yes
546,546.0,0.8024476739329999,Yes
547,547.0,0.7619768771314579,Yes
548,548.0,0.1560719888946881,No
549,549.0,0.16427104136365128,No
550,550.0,0.10782931790729638,No
551,551.0,0.8831166628332561,Yes
552,552.0,0.9029298271435957,Yes
553,553.0,0.8909043107839604,Yes
554,554.0,0.8792045944863279,Yes
555,555.0,0.7905108378096604,Yes
556,556.0,0.8885150903323007,Yes
557,557.0,0.122984783121224,No
558,558.0,0.1362646392002346,No
559,559.0,0.1718995221836365,No
560,560.0,0.13368309130958866,No
561,561.0,0.13750376909747114,No
562,562.0,0.12969496425070942,No
563,563.0,0.10625918065380421,No
564,564.0,0.1503619676710772,No
565,565.0,0.8162598694482708,Yes
566,566.0,0.1582734381978282,No
567,567.0,0.17589126805658423,No
568,568.0,0.7299364755912561,Yes
569,569.0,0.8851420027745606,Yes
570,570.0,0.8596300968913471,Yes
571,571.0,0.8189969062251995,Yes
572,572.0,0.8426566483378262,Yes
573,573.0,0.7668347096260756,Yes
574,574.0,0.9092768371247161,Yes
575,575.0,0.8720935020735205,Yes
576,576.0,0.8835926721386972,Yes
577,577.0,0.8788334430238153,Yes
578,578.0,0.9069473088897492,Yes
579,579.0,0.8296751259001871,Yes
580,580.0,0.788610441973661,Yes
581,581.0,0.761400358022741,Yes
582,582.0,0.8375751083520454,Yes
583,583.0,0.8569804343031098,Yes
584,584.0,0.9028823425189906,Yes
585,585.0,0.838491199985196,Yes
586,586.0,0.8772583104493958,Yes
587,587.0,0.8411567812858524,Yes
588,588.0,0.8878223850248436,Yes
589,589.0,0.85400776931746,Yes
590,590.0,0.8471409713719281,Yes
591,591.0,0.7926851350731439,Yes
592,592.0,0.102522309122181,No
593,593.0,0.14528723273595184,No
594,594.0,0.11765356907019262,No
595,595.0,0.06780213245257755,No
596,596.0,0.04031510019842234,No
597,597.0,0.06533036730617707,No
598,598.0,0.058857318627992844,No
599,599.0,0.07660828620670208,No
600,600.0,0.09334673680023872,No
601,601.0,0.08155177414522236,No
602,602.0,0.0786662961960422,No
603,603.0,0.07887689128390594,No
604,604.0,0.05083203104670369,No
605,605.0,0.0902684120007215,No
606,606.0,0.05997117864425419,No
607,607.0,0.07611744818556564,No
608,608.0,0.0650137993323829,No
609,609.0,0.08687452572122761,No
610,610.0,0.08139167126193184,No
611,611.0,0.06028439562977767,No
612,612.0,0.05859557223985083,No
613,613.0,0.06001070101181249,No
614,614.0,0.05515923289571819,No
615,615.0,0.06436651025144602,No
616,616.0,0.08249220332433398,No
617,617.0,0.047340438354146835,No
618,618.0,0.07754196809598105,No
619,619.0,0.05091909493154298,No
620,620.0,0.06972347809931878,No
621,621.0,0.07683292994095879,No
622,622.0,0.07779779630259334,No
623,623.0,0.0848269320687815,No
624,624.0,0.07573551985638119,No
625,625.0,0.08121023442869432,No
626,626.0,0.08108461019994555,No
627,627.0,0.04759451052429887,No
628,628.0,0.07382690996643708,No
629,629.0,0.05709798359812412,No
630,630.0,0.06590298459336466,No
631,631.0,0.05357647484658843,No
632,632.0,0.05890814570121915,No
633,633.0,0.061301080330558214,No
634,634.0,0.07171156178990165,No
635,635.0,0.06531650041412712,No
636,636.0,0.04208531937303628,No
637,637.0,0.09136967974771606,No
638,638.0,0.05779208069528031,No
639,639.0,0.07190445336626977,No
640,640.0,0.04971941963998725,No
641,641.0,0.07256830001506925,No
642,642.0,0.07207135351846794,No
643,643.0,0.06530731593435217,No
644,644.0,0.06009564797925398,No
645,645.0,0.06260986324442483,No
646,646.0,0.0698931241770594,No
647,647.0,0.08258408551374102,No
648,648.0,0.08130026975152572,No
649,649.0,0.06569982349626642,No
650,650.0,0.08753645639684991,No
651,651.0,0.0718466200365407,No
652,652.0,0.07332993416979491,No
653,653.0,0.058983825256418314,No
654,654.0,0.08034090967247257,No
655,655.0,0.07528678394761962,No
656,656.0,0.08499793881654356,No
657,657.0,0.05452553163146876,No
658,658.0,0.06255805927560402,No
659,659.0,0.08013220622932908,No
660,660.0,0.06992960203876743,No
661,661.0,0.06858675346753806,No
662,662.0,0.08221674913458,No
663,663.0,0.08969646252604765,No
664,664.0,0.07623899051339811,No
665,665.0,0.051272418190954544,No
666,666.0,0.06935016062061768,No
667,667.0,0.052347818136037005,No
668,668.0,0.07948963505854983,No
669,669.0,0.07919007890846458,No
670,670.0,0.07390327778755834,No
671,671.0,0.07501357839921088,No
672,672.0,0.03952275625762664,No
673,673.0,0.07038557365147438,No
674,674.0,0.08039639629262574,No
675,675.0,0.07663757734476537,No
676,676.0,0.08153749982463204,No
677,677.0,0.07225931066139317,No
678,678.0,0.07159477391649599,No
679,679.0,0.05463361618631456,No
680,680.0,0.06917402997632746,No
681,681.0,0.07099651310836907,No
682,682.0,0.0642081355724048,No
683,683.0,0.08431607960738621,No
684,684.0,0.0792103127540953,No
685,685.0,0.06881049770643063,No
686,686.0,0.08297146974275446,No
687,687.0,0.07830051005832073,No
688,688.0,0.06488023996685204,No
689,689.0,0.0695406426216719,No
690,690.0,0.08011572913775586,No
691,691.0,0.06240021388188276,No
692,692.0,0.07995797691498403,No
693,693.0,0.0773769425882487,No
694,694.0,0.06073251764652301,No
695,695.0,0.0837095756383794,No
696,696.0,0.07839054856662,No
697,697.0,0.06299708103460004,No
698,698.0,0.05974542303949471,No
699,699.0,0.07757639180036494,No
700,700.0,0.07298318377415278,No
701,701.0,0.0976153842099724,No
702,702.0,0.08092622285824014,No
703,703.0,0.04494031544285375,No
704,704.0,0.062157199110380555,No
705,705.0,0.05684735967496411,No
706,706.0,0.04791535097207669,No
707,707.0,0.058432077423932485,No
708,708.0,0.07890158169123518,No
709,709.0,0.0730736532957901,No
710,710.0,0.07147050218519152,No
711,711.0,0.08118834233532878,No
712,712.0,0.0992986002696676,No
713,713.0,0.06974690467711445,No
714,714.0,0.06241623777105275,No
715,715.0,0.091150162217611,No
716,716.0,0.08977588884190278,No
717,717.0,0.0824398795561703,No
718,718.0,0.09828842519717924,No
719,719.0,0.05594277680788604,No
720,720.0,0.09227663621837767,No
721,721.0,0.0790492820753285,No
722,722.0,0.057640031446377915,No
723,723.0,0.0676946216901204,No
724,724.0,0.056740146297551315,No
725,725.0,0.056908048417094646,No
726,726.0,0.05214740756178697,No
727,727.0,0.05891147142752384,No
728,728.0,0.0812833118893137,No
729,729.0,0.07381837303829346,No
730,730.0,0.09109173540862021,No
731,731.0,0.049283230616428246,No
732,732.0,0.05714178978998121,No
733,733.0,0.0996335949475777,No
734,734.0,0.06191042275077315,No
735,735.0,0.0702780879398628,No
736,736.0,0.06729492101181483,No
737,737.0,0.056726833159315274,No
738,738.0,0.0769538166797225,No
739,739.0,0.06310333658408768,No
740,740.0,0.08485226832244926,No
741,741.0,0.08073172522882954,No
742,742.0,0.058984531086346416,No
743,743.0,0.07415983169356159,No
744,744.0,0.06572204675684809,No
745,745.0,0.06257533995682871,No
746,746.0,0.07033762698953715,No
747,747.0,0.07093075664695159,No
748,748.0,0.05973715806141981,No
749,749.0,0.0815201472475811,No
750,750.0,0.07482240380163803,No
751,751.0,0.09507031635253027,No
752,752.0,0.0723890808653527,No
753,753.0,0.04374299841529029,No
754,754.0,0.07472948956099723,No
755,755.0,0.06492227759550487,No
756,756.0,0.06692068581410701,No
757,757.0,0.05426002960377051,No
758,758.0,0.07916773001613094,No
759,759.0,0.06639399301679716,No
760,760.0,0.06544628192191052,No
761,761.0,0.07774772894247294,No
762,762.0,0.09995555994178057,No
763,763.0,0.08753235644189142,No
764,764.0,0.07528173567910988,No
765,765.0,0.07678421733960197,No
766,766.0,0.06774540481547198,No
767,767.0,0.06137210749578805,No
768,768.0,0.07801038260895565,No
769,769.0,0.057907366073971435,No
770,770.0,0.08728490661168768,No
771,771.0,0.06316954373643392,No
772,772.0,0.054996229644102675,No
773,773.0,0.07039766071025604,No
774,774.0,0.07174571421100208,No
775,775.0,0.0850185159042514,No
776,776.0,0.08515256450904711,No
777,777.0,0.07597304644898209,No
778,778.0,0.061169322700797515,No
779,779.0,0.06629354220672945,No
